Log for FI Active Run 6
initializing timeseries...
starting simulations...

2022-10-29 05:52:00 → ALERT STATE declared
2022-10-29 05:57:00 → ALERT STATE revoked
2022-10-30 15:35:00 → ALERT STATE declared
2022-10-30 15:39:00 → ALERT STATE revoked
2022-10-31 05:01:00 → ALERT STATE declared
2022-10-31 05:11:00 → ALERT STATE revoked
2022-11-01 01:15:00 → ALERT STATE declared
2022-11-01 01:21:00 → ALERT STATE revoked
2022-11-01 04:01:00 → ALERT STATE declared
2022-11-01 04:05:00 → ALERT STATE revoked
2022-11-01 07:52:00 → ALERT STATE declared
2022-11-01 07:55:00 → ALERT STATE revoked
2022-11-02 02:19:00 → ALERT STATE declared
2022-11-02 02:20:00 → ALERT STATE revoked
2022-11-02 12:33:00 → ALERT STATE declared
2022-11-02 12:46:00 → ALERT STATE revoked
2022-11-02 13:12:00 → ALERT STATE declared
2022-11-02 13:23:00 → ALERT STATE revoked
2022-11-03 04:53:00 → ALERT STATE declared
2022-11-03 04:54:00 → ALERT STATE revoked
2022-11-03 05:21:00 → ALERT STATE declared
2022-11-03 05:24:00 → ALERT STATE revoked
2022-11-03 12:12:00 → ALERT STATE declared
2022-11-03 12:24:00 → ALERT STATE revoked
2022-11-04 00:19:00 → ALERT STATE declared
2022-11-04 00:31:00 → ALERT STATE revoked
2022-11-04 02:16:00 → ALERT STATE declared
2022-11-04 02:24:00 → ALERT STATE revoked
2022-11-04 02:40:00 → ALERT STATE declared
2022-11-04 02:46:00 → ALERT STATE revoked
2022-11-04 04:44:00 → ALERT STATE declared
2022-11-04 04:46:00 → ALERT STATE revoked
2022-11-04 10:22:00 → ALERT STATE declared
2022-11-04 10:42:00 → ALERT STATE revoked
2022-11-05 03:29:00 → ALERT STATE declared
2022-11-05 03:41:00 → ALERT STATE revoked
2022-11-05 07:48:00 → ALERT STATE declared
2022-11-05 07:57:00 → ALERT STATE revoked
2022-11-05 16:24:00 → ALERT STATE declared
2022-11-05 16:25:00 → ALERT STATE revoked
2022-11-05 21:32:00 → ALERT STATE declared
2022-11-05 21:35:00 → ALERT STATE revoked
2022-11-05 23:13:00 → ALERT STATE declared
2022-11-05 23:14:00 → ALERT STATE revoked
2022-11-06 01:19:00 → ALERT STATE declared
2022-11-06 01:27:00 → ALERT STATE revoked
2022-11-06 16:14:00 → ALERT STATE declared
2022-11-06 16:20:00 → ALERT STATE revoked
2022-11-07 16:21:00 → ALERT STATE declared
2022-11-07 16:23:00 → ALERT STATE revoked
2022-11-07 21:41:00 → ALERT STATE declared
2022-11-07 21:42:00 → ALERT STATE revoked
2022-11-08 01:05:00 → ALERT STATE declared
2022-11-08 01:22:00 → ALERT STATE revoked
2022-11-10 04:51:00 → ALERT STATE declared
2022-11-10 04:53:00 → ALERT STATE revoked
2022-11-10 05:10:00 → ALERT STATE declared
2022-11-10 05:14:00 → ALERT STATE revoked
2022-11-10 17:50:00 → ALERT STATE declared
2022-11-10 17:51:00 → ALERT STATE revoked
2022-11-10 21:35:00 → ALERT STATE declared
2022-11-10 21:37:00 → ALERT STATE revoked
2022-11-11 00:51:00 → ALERT STATE declared
2022-11-11 00:57:00 → ALERT STATE revoked
2022-11-11 01:05:00 → ALERT STATE declared
2022-11-11 01:12:00 → ALERT STATE revoked
2022-11-11 04:33:00 → ALERT STATE declared
2022-11-11 04:36:00 → ALERT STATE revoked
2022-11-13 03:25:00 → ALERT STATE declared
2022-11-13 03:31:00 → ALERT STATE revoked
2022-11-13 10:41:00 → ALERT STATE declared
2022-11-13 10:46:00 → ALERT STATE revoked
2022-11-14 05:50:00 → ALERT STATE declared
2022-11-14 05:52:00 → ALERT STATE revoked
2022-11-15 11:24:00 → ALERT STATE declared
2022-11-15 11:28:00 → ALERT STATE revoked
2022-11-17 08:25:00 → ALERT STATE declared
2022-11-17 08:37:00 → ALERT STATE revoked
2022-11-19 01:59:00 → ALERT STATE declared
2022-11-19 02:01:00 → ALERT STATE revoked
2022-11-19 02:39:00 → ALERT STATE declared
2022-11-19 02:41:00 → ALERT STATE revoked
2022-11-19 11:19:00 → ALERT STATE declared
2022-11-19 11:32:00 → ALERT STATE revoked
2022-11-21 19:00:00 → ALERT STATE declared
2022-11-21 19:29:00 → ALERT STATE revoked
2022-11-21 23:05:00 → ALERT STATE declared
2022-11-21 23:20:00 → ALERT STATE revoked
2022-11-22 04:05:00 → ALERT STATE declared
2022-11-22 04:14:00 → ALERT STATE revoked
2022-11-22 05:26:00 → ALERT STATE declared
2022-11-22 05:27:00 → ALERT STATE revoked
2022-11-23 03:16:00 → ALERT STATE declared
2022-11-23 03:23:00 → ALERT STATE revoked
2022-11-24 01:53:00 → ALERT STATE declared
2022-11-24 02:16:00 → ALERT STATE revoked
2022-11-25 04:15:00 → ALERT STATE declared
2022-11-25 04:19:00 → ALERT STATE revoked
2022-11-25 07:15:00 → ALERT STATE declared
2022-11-25 07:18:00 → ALERT STATE revoked
2022-11-29 02:35:00 → ALERT STATE declared
2022-11-29 02:40:00 → ALERT STATE revoked
2022-12-01 18:26:00 → ALERT STATE declared
2022-12-01 18:31:00 → ALERT STATE revoked
2022-12-01 23:53:00 → ALERT STATE declared
2022-12-02 00:00:00 → ALERT STATE revoked
2022-12-02 03:23:00 → ALERT STATE declared
2022-12-02 03:27:00 → ALERT STATE revoked
2022-12-02 05:33:00 → ALERT STATE declared
2022-12-02 05:45:00 → ALERT STATE revoked
2022-12-02 19:57:00 → ALERT STATE declared
2022-12-02 20:00:00 → ALERT STATE revoked
2022-12-03 18:58:00 → ALERT STATE declared
2022-12-03 19:01:00 → ALERT STATE revoked
2022-12-04 08:13:00 → ALERT STATE declared
2022-12-04 08:14:00 → ALERT STATE revoked
2022-12-04 08:53:00 → ALERT STATE declared
2022-12-04 08:57:00 → ALERT STATE revoked
2022-12-05 04:26:00 → ALERT STATE declared
2022-12-05 04:28:00 → ALERT STATE revoked
2022-12-05 05:47:00 → ALERT STATE declared
2022-12-05 05:53:00 → ALERT STATE revoked
2022-12-05 07:44:00 → ALERT STATE declared
2022-12-05 07:47:00 → ALERT STATE revoked
2022-12-08 02:08:00 → ALERT STATE declared
2022-12-08 02:12:00 → ALERT STATE revoked
2022-12-08 15:45:00 → ALERT STATE declared
2022-12-08 15:50:00 → ALERT STATE revoked
2022-12-09 21:33:00 → ALERT STATE declared
2022-12-09 21:57:00 → ALERT STATE revoked
2022-12-10 04:45:00 → ALERT STATE declared
2022-12-10 04:46:00 → ALERT STATE revoked
2022-12-10 10:33:00 → ALERT STATE declared
2022-12-10 10:54:00 → ALERT STATE revoked
2022-12-10 11:27:00 → ALERT STATE declared
2022-12-10 11:53:00 → ALERT STATE revoked
2022-12-11 02:35:00 → ALERT STATE declared
2022-12-11 02:36:00 → ALERT STATE revoked
2022-12-11 06:18:00 → ALERT STATE declared
2022-12-11 06:21:00 → ALERT STATE revoked
2022-12-11 09:05:00 → ALERT STATE declared
2022-12-11 09:08:00 → ALERT STATE revoked
2022-12-12 03:56:00 → ALERT STATE declared
2022-12-12 04:00:00 → ALERT STATE revoked
2022-12-13 00:58:00 → ALERT STATE declared
2022-12-13 01:05:00 → ALERT STATE revoked
2022-12-13 23:57:00 → ALERT STATE declared
2022-12-14 00:01:00 → ALERT STATE revoked
2022-12-15 01:15:00 → ALERT STATE declared
2022-12-15 01:28:00 → ALERT STATE revoked
2022-12-15 04:15:00 → ALERT STATE declared
2022-12-15 04:29:00 → ALERT STATE revoked
2022-12-15 07:03:00 → ALERT STATE declared
2022-12-15 07:21:00 → ALERT STATE revoked
2022-12-15 14:55:00 → ALERT STATE declared
2022-12-15 15:29:00 → ALERT STATE revoked
2022-12-15 20:14:00 → ALERT STATE declared
2022-12-15 20:16:00 → ALERT STATE revoked
2022-12-15 23:49:00 → ALERT STATE declared
2022-12-16 00:00:00 → ALERT STATE revoked
2022-12-16 01:15:00 → ALERT STATE declared
2022-12-16 01:17:00 → ALERT STATE revoked
2022-12-17 02:51:00 → ALERT STATE declared
2022-12-17 03:01:00 → ALERT STATE revoked
2022-12-17 08:18:00 → ALERT STATE declared
2022-12-17 08:27:00 → ALERT STATE revoked
2022-12-20 04:50:00 → ALERT STATE declared
2022-12-20 04:52:00 → ALERT STATE revoked
2022-12-20 05:28:00 → ALERT STATE declared
2022-12-20 05:37:00 → ALERT STATE revoked
2022-12-21 20:49:00 → ALERT STATE declared
2022-12-21 21:00:00 → ALERT STATE revoked
2022-12-22 01:03:00 → ALERT STATE declared
2022-12-22 01:09:00 → ALERT STATE revoked
2022-12-22 01:56:00 → ALERT STATE declared
2022-12-22 02:02:00 → ALERT STATE revoked
2022-12-22 04:33:00 → ALERT STATE declared
2022-12-22 04:48:00 → ALERT STATE revoked
2022-12-22 07:05:00 → ALERT STATE declared
2022-12-22 07:09:00 → ALERT STATE revoked
2022-12-22 08:19:00 → ALERT STATE declared
2022-12-22 08:27:00 → ALERT STATE revoked
2022-12-22 13:06:00 → ALERT STATE declared
2022-12-22 13:08:00 → ALERT STATE revoked
2022-12-22 21:06:00 → ALERT STATE declared
2022-12-22 21:09:00 → ALERT STATE revoked
2022-12-23 08:05:00 → ALERT STATE declared
2022-12-23 08:18:00 → ALERT STATE revoked
2022-12-24 01:16:00 → ALERT STATE declared
2022-12-24 01:18:00 → ALERT STATE revoked
2022-12-25 02:09:00 → ALERT STATE declared
2022-12-25 02:27:00 → ALERT STATE revoked
2022-12-25 16:12:00 → ALERT STATE declared
2022-12-25 16:27:00 → ALERT STATE revoked
2022-12-26 03:22:00 → ALERT STATE declared
2022-12-26 03:44:00 → ALERT STATE revoked
2022-12-26 04:00:00 → ALERT STATE declared
2022-12-26 04:14:00 → ALERT STATE revoked
2022-12-27 03:21:00 → ALERT STATE declared
2022-12-27 03:29:00 → ALERT STATE revoked
2022-12-27 21:17:00 → ALERT STATE declared
2022-12-27 21:20:00 → ALERT STATE revoked
2022-12-28 01:03:00 → ALERT STATE declared
2022-12-28 01:28:00 → ALERT STATE revoked
2022-12-28 04:30:00 → ALERT STATE declared
2022-12-28 04:36:00 → ALERT STATE revoked
2022-12-28 06:02:00 → ALERT STATE declared
2022-12-28 06:04:00 → ALERT STATE revoked
2022-12-29 22:25:00 → ALERT STATE declared
2022-12-29 22:31:00 → ALERT STATE revoked
2022-12-30 01:14:00 → ALERT STATE declared
2022-12-30 01:22:00 → ALERT STATE revoked
2022-12-30 04:06:00 → ALERT STATE declared
2022-12-30 04:12:00 → ALERT STATE revoked
2022-12-30 04:56:00 → ALERT STATE declared
2022-12-30 05:00:00 → ALERT STATE revoked
2022-12-30 14:34:00 → ALERT STATE declared
2022-12-30 14:58:00 → ALERT STATE revoked
2022-12-30 17:36:00 → ALERT STATE declared
2022-12-30 17:56:00 → ALERT STATE revoked
2022-12-31 01:23:00 → ALERT STATE declared
2022-12-31 02:06:00 → ALERT STATE revoked
2022-12-31 04:11:00 → ALERT STATE declared
2022-12-31 04:16:00 → ALERT STATE revoked
2022-12-31 21:55:00 → ALERT STATE declared
2022-12-31 21:59:00 → ALERT STATE revoked
2022-12-31 23:58:00 → last time step

simulation over...
writing results...
preparing figures...

Done!
Execution time: 613.18 seconds
